chord,periodicity.stolz_smooth_t2_log,omega.stolz_smooth_t2,gradus.euler_smooth_t2,similarity.gill_purves_smooth_t2
"{0,2,3,4,5,6,8,10}",7.135,12.500,26.250,0.313039
"{0,2,3,4,5,6,7,11}",7.137,12.375,24.750,0.324334
"{0,2,3,4,5,7,8,9}",7.138,12.125,24.125,0.335643
"{0,1,2,3,4,7,10,11}",7.138,12.375,24.750,0.330286
"{0,1,2,4,5,6,9,11}",7.139,11.875,23.875,0.344870
"{0,1,2,4,5,6,8,11}",7.147,12.250,25.875,0.333475
"{0,1,2,4,6,7,8,9}",7.147,12.250,25.500,0.337344
"{0,1,2,3,4,6,10,11}",7.147,12.500,25.000,0.320366
"{0,2,3,4,5,6,8,9}",7.147,12.625,26.250,0.317106
"{0,1,2,3,4,7,9,11}",7.150,12.125,24.625,0.337330
"{0,1,3,4,5,6,7,10}",7.154,12.625,26.375,0.332582
"{0,1,5,6,7,8,10,11}",7.154,12.625,26.000,0.331987
"{0,1,2,3,4,7,8,11}",7.157,12.250,24.500,0.335445
"{0,1,2,3,4,7,9,10}",7.159,12.500,26.250,0.336154
"{0,1,2,7,8,9,10,11}",7.159,13.000,25.500,0.317687
"{0,1,2,3,4,6,8,11}",7.166,12.250,24.750,0.326616
"{0,1,2,3,4,7,8,10}",7.166,12.375,26.000,0.333773
"{0,1,2,3,5,7,8,9}",7.166,12.375,25.625,0.337344
"{0,1,5,6,7,8,9,11}",7.166,12.875,26.500,0.322463
"{0,1,3,4,5,6,7,8}",7.173,12.500,24.875,0.317489
"{0,1,2,3,4,6,8,10}",7.175,12.375,26.125,0.323753
"{0,1,2,3,4,6,7,11}",7.177,12.375,24.750,0.326715
"{0,3,4,5,6,7,10,11}",7.177,12.750,26.375,0.337146
"{0,1,2,4,5,6,7,9}",7.180,12.125,24.500,0.335643
"{0,1,2,3,4,6,8,9}",7.187,12.375,26.000,0.325439
"{0,1,2,3,5,6,7,9}",7.187,12.375,26.000,0.329011
"{0,1,2,3,4,6,7,10}",7.187,12.500,26.125,0.325439
"{0,1,2,6,7,8,10,11}",7.187,12.750,26.375,0.329606
"{0,1,2,3,4,5,7,11}",7.190,12.500,25.000,0.316794
"{0,1,2,3,4,5,7,10}",7.199,12.250,24.750,0.325723
"{0,1,2,6,7,8,9,11}",7.199,12.625,26.000,0.336749
"{0,1,2,3,8,9,10,11}",7.199,13.000,25.500,0.314116
"{0,1,4,5,6,7,10,11}",7.199,13.000,28.000,0.338846
"{0,1,2,6,7,8,9,10}",7.208,13.000,26.625,0.327523
"{0,1,2,3,4,5,7,9}",7.211,12.375,24.875,0.325723
"{0,1,2,3,4,5,7,8}",7.218,12.500,24.875,0.317489
"{0,1,4,5,6,7,8,11}",7.218,12.750,26.375,0.337146
"{0,1,2,5,6,7,10,11}",7.220,12.750,26.375,0.337146
"{0,1,2,3,7,8,9,11}",7.230,12.750,26.375,0.329606
"{0,2,3,4,5,6,10,11}",7.231,12.750,26.375,0.322463
"{0,1,3,4,5,6,10,11}",7.239,12.750,26.125,0.331987
"{0,1,2,5,6,7,8,11}",7.239,13.000,28.000,0.332894
"{0,1,2,3,7,8,9,10}",7.240,12.750,26.125,0.337046
"{0,1,2,3,4,9,10,11}",7.244,12.875,25.375,0.317687
"{0,1,2,5,6,7,8,10}",7.248,12.500,25.750,0.333773
"{0,1,2,3,4,8,10,11}",7.251,12.625,25.125,0.322747
"{0,1,2,4,5,6,10,11}",7.253,12.875,26.500,0.327225
"{0,1,2,3,6,7,8,11}",7.258,12.750,26.375,0.332384
"{0,1,2,5,6,7,8,9}",7.260,12.875,26.500,0.333872
"{0,1,2,3,4,8,9,11}",7.263,12.375,24.750,0.330286
"{0,1,2,3,6,7,8,10}",7.267,12.375,25.625,0.339725
"{0,1,3,4,5,6,7,11}",7.269,12.750,26.375,0.321273
"{0,2,3,4,5,6,7,10}",7.272,12.500,25.000,0.323342
"{0,1,2,3,4,8,9,10}",7.272,12.750,26.375,0.327523
"{0,1,2,3,6,7,8,9}",7.279,13.125,28.125,0.330811
"{0,1,2,4,5,6,7,11}",7.283,12.625,26.000,0.333177
"{0,1,2,3,5,6,7,11}",7.291,12.875,26.500,0.320082
"{0,2,3,4,5,6,7,8}",7.291,12.875,25.375,0.301616
"{0,1,2,4,5,6,7,10}",7.293,12.625,26.250,0.325439
"{0,1,2,3,4,5,9,11}",7.296,12.625,25.125,0.317985
"{0,1,2,3,5,6,7,10}",7.300,12.125,24.125,0.338024
"{0,1,2,3,4,5,8,11}",7.303,12.500,24.875,0.317191
"{0,1,2,3,4,7,8,9}",7.303,12.750,26.375,0.333872
"{0,1,2,3,4,5,9,10}",7.305,12.500,24.875,0.325822
"{0,1,2,4,5,6,7,8}",7.312,12.875,26.500,0.316808
"{0,1,2,3,4,5,8,10}",7.313,12.375,24.875,0.324532
"{0,1,2,3,5,6,7,8}",7.319,12.750,26.125,0.320380
"{0,1,2,3,4,5,8,9}",7.324,12.500,24.750,0.325028
"{0,1,2,3,4,6,7,8}",7.331,12.875,26.500,0.316808
"{0,1,2,3,4,5,6,9}",7.345,12.625,25.000,0.310346
"{0,1,2,3,4,5,6,8}",7.352,12.750,25.250,0.301616
"{0,1,2,3,4,5,10,11}",7.409,13.000,25.500,0.310544
"{0,1,2,3,4,5,6,11}",7.449,13.000,25.500,0.301020
"{0,1,2,3,4,5,6,10}",7.458,12.875,25.375,0.308759
"{0,1,2,3,4,5,6,7}",7.489,13.125,25.625,0.295366
"{0,2,3,4,6,7,8,10,11}",6.573,12.000,24.667,0.335681
"{0,1,3,4,5,7,8,9,11}",6.601,12.000,24.667,0.335681
"{0,1,2,4,5,6,8,9,10}",6.629,12.111,24.778,0.333135
"{0,2,3,5,7,8,9,10,11}",6.733,12.444,25.778,0.335373
"{0,2,3,5,6,8,9,10,11}",6.741,12.667,27.111,0.328671
"{0,1,3,4,6,8,9,10,11}",6.757,12.333,25.667,0.337224
"{0,1,3,4,6,7,9,10,11}",6.768,12.556,27.000,0.337930
"{0,1,2,4,5,7,9,10,11}",6.791,12.222,25.556,0.343706
"{0,2,4,5,7,8,9,10,11}",6.837,12.556,25.889,0.338150
"{0,1,3,5,6,8,9,10,11}",6.858,12.556,25.889,0.332595
"{0,2,3,5,6,7,9,10,11}",6.862,12.333,25.556,0.343089
"{0,2,3,4,6,7,9,10,11}",6.872,12.111,25.333,0.347718
"{0,2,4,5,6,7,8,9,11}",6.872,12.444,25.778,0.339076
"{0,2,3,5,6,7,8,9,11}",6.879,12.778,27.222,0.329597
"{0,1,2,4,6,7,9,10,11}",6.891,12.333,25.667,0.343706
"{0,1,3,5,6,7,8,9,10}",6.894,12.556,25.889,0.336530
"{0,1,3,4,6,7,8,9,10}",6.904,12.778,27.222,0.334458
"{0,1,2,4,5,7,8,10,11}",6.909,12.667,27.111,0.337930
"{0,3,4,6,7,8,9,10,11}",6.925,12.667,25.889,0.328968
"{0,2,5,6,7,8,9,10,11}",6.927,12.889,26.222,0.323104
"{0,2,4,6,7,8,9,10,11}",6.937,12.667,26.000,0.332286
"{0,2,3,6,7,8,9,10,11}",6.944,12.778,26.000,0.329894
"{0,1,3,6,7,8,9,10,11}",6.950,12.889,26.222,0.326808
"{0,1,4,5,7,8,9,10,11}",6.955,12.667,25.889,0.334524
"{0,2,4,5,6,8,9,10,11}",6.956,12.778,27.111,0.330214
"{0,1,3,5,7,8,9,10,11}",6.962,12.667,26.000,0.331360
"{0,2,4,5,6,7,9,10,11}",6.967,12.333,25.333,0.345558
"{0,1,3,4,7,8,9,10,11}",6.972,12.667,25.889,0.336376
"{0,2,3,4,6,8,9,10,11}",6.973,12.667,27.000,0.332066
"{0,2,3,5,6,7,8,10,11}",6.980,12.444,25.667,0.331978
"{0,1,3,5,6,7,9,10,11}",6.980,12.778,27.111,0.332066
"{0,1,2,5,6,8,9,10,11}",6.982,12.667,25.889,0.330820
"{0,1,2,4,7,8,9,10,11}",6.984,12.778,26.111,0.335141
"{0,1,2,4,6,8,9,10,11}",6.992,12.556,25.889,0.335064
"{0,2,3,4,5,7,9,10,11}",6.995,12.333,25.333,0.347410
"{0,1,3,4,6,7,8,10,11}",6.997,12.333,25.556,0.345866
"{0,2,3,5,6,7,8,9,10}",6.999,12.667,26.000,0.332826
"{0,2,3,4,6,7,8,9,11}",7.000,12.333,25.556,0.341237
"{0,2,3,4,5,7,8,10,11}",7.001,12.444,25.667,0.336607
"{0,1,3,4,5,7,9,10,11}",7.001,12.667,27.000,0.336695
"{0,1,2,4,5,8,9,10,11}",7.003,12.667,25.889,0.335450
"{0,1,3,4,6,7,8,9,11}",7.007,12.222,25.444,0.336607
"{0,1,3,4,5,7,8,10,11}",7.008,12.222,25.444,0.345866
"{0,1,2,3,6,7,9,10,11}",7.009,12.667,25.889,0.335450
"{0,1,2,3,5,8,9,10,11}",7.010,12.778,26.111,0.327734
"{0,2,3,4,5,7,8,9,11}",7.011,12.333,25.556,0.341237
"{0,2,3,4,5,6,8,9,11}",7.019,12.778,27.222,0.329597
"{0,1,2,3,5,7,9,10,11}",7.020,12.556,25.889,0.335064
"{0,3,5,6,7,8,9,10,11}",7.026,13.000,26.333,0.319400
"{0,1,2,3,5,7,8,10,11}",7.027,12.444,25.778,0.337224
"{0,1,3,4,5,7,8,9,10}",7.027,12.444,25.667,0.341468
"{0,1,2,3,5,6,9,10,11}",7.028,12.667,25.889,0.330820
"{0,1,2,4,5,7,8,9,11}",7.030,12.333,25.556,0.347718
"{0,2,3,4,5,6,7,9,11}",7.030,12.444,25.778,0.339076
"{0,1,2,3,5,6,8,10,11}",7.034,12.444,25.778,0.332595
"{0,1,3,4,5,6,8,9,10}",7.034,12.444,25.667,0.336839
"{0,2,3,4,5,6,7,9,10}",7.038,12.556,25.889,0.335604
"{0,1,2,3,4,6,9,10,11}",7.038,12.667,26.000,0.330511
"{0,1,2,4,5,7,8,9,10}",7.039,12.333,25.556,0.338690
"{0,1,2,3,5,6,8,9,11}",7.045,12.778,27.222,0.328671
"{0,1,3,4,5,6,7,9,10}",7.045,12.889,27.333,0.332606
"{0,3,4,5,7,8,9,10,11}",7.047,12.778,26.000,0.333598
"{0,1,2,3,5,6,8,9,10}",7.053,12.444,25.667,0.338690
"{0,1,4,6,7,8,9,10,11}",7.055,12.889,26.222,0.329586
"{0,3,4,5,6,8,9,10,11}",7.055,13.111,27.556,0.326587
"{0,1,2,3,4,6,7,9,11}",7.065,12.333,25.667,0.338150
"{0,3,4,5,6,7,9,10,11}",7.065,13.000,27.444,0.333995
"{0,1,2,3,4,6,7,9,10}",7.074,12.778,27.222,0.334458
"{0,1,4,5,6,8,9,10,11}",7.074,12.778,26.000,0.334524
"{0,2,3,4,7,8,9,10,11}",7.076,12.778,26.000,0.339153
"{0,3,4,5,6,7,8,9,11}",7.082,12.778,26.000,0.322487
"{0,2,4,5,6,7,8,10,11}",7.084,12.889,27.222,0.326510
"{0,1,4,5,6,7,9,10,11}",7.084,13.000,27.444,0.334921
"{0,1,2,5,7,8,9,10,11}",7.085,12.889,26.222,0.330511
"{0,3,4,5,6,7,8,9,10}",7.091,13.000,26.333,0.320558
"{0,2,3,4,5,8,9,10,11}",7.095,13.111,27.556,0.332143
"{0,1,3,5,6,7,8,10,11}",7.097,12.444,25.444,0.340928
"{0,1,3,4,5,8,9,10,11}",7.102,12.778,26.000,0.336376
"{0,1,2,5,6,7,9,10,11}",7.103,12.667,25.889,0.338228
"{0,2,4,5,6,7,8,9,10}",7.103,12.889,26.222,0.322332
"{0,1,3,5,6,7,8,9,11}",7.108,12.889,27.222,0.323732
"{0,1,2,3,6,8,9,10,11}",7.110,12.889,26.222,0.327734
"{0,1,4,5,6,7,8,9,10}",7.110,12.889,26.111,0.326422
"{0,2,3,4,5,6,9,10,11}",7.114,13.000,27.444,0.334921
"{0,1,2,4,6,7,8,10,11}",7.120,12.778,27.111,0.336695
"{0,2,3,4,5,6,8,10,11}",7.120,12.778,27.111,0.323732
"{0,2,3,4,6,7,8,9,10}",7.120,12.889,27.222,0.329519
"{0,1,3,4,5,6,9,10,11}",7.120,13.111,27.556,0.332143
"{0,1,3,4,5,6,8,10,11}",7.127,12.444,25.444,0.340928
"{0,1,2,4,6,7,8,9,11}",7.130,12.333,25.333,0.347410
"{0,4,5,6,7,8,9,10,11}",7.130,13.222,26.556,0.316391
"{0,2,3,4,5,7,8,9,10}",7.131,12.556,25.556,0.337456
"{0,1,2,4,5,6,9,10,11}",7.132,12.778,26.000,0.338228
"{0,1,3,4,5,6,8,9,11}",7.137,12.556,25.778,0.331978
"{0,1,2,4,5,6,8,10,11}",7.139,12.778,27.111,0.332066
"{0,1,2,4,6,7,8,9,10}",7.139,12.889,27.222,0.330445
"{0,2,3,4,5,6,8,9,10}",7.139,12.889,27.222,0.324890
"{0,1,2,3,4,7,9,10,11}",7.141,12.778,26.111,0.335141
"{0,1,3,4,5,6,7,9,11}",7.147,12.778,27.111,0.326510
"{0,2,3,4,5,6,7,8,11}",7.147,12.778,26.000,0.322487
"{0,1,2,3,4,7,8,10,11}",7.148,12.667,25.889,0.336376
"{0,1,2,3,5,7,8,9,11}",7.148,12.778,27.111,0.332066
"{0,1,2,4,5,6,8,9,11}",7.149,12.333,25.556,0.343089
"{0,1,2,3,4,6,8,10,11}",7.156,12.556,25.889,0.331360
"{0,1,5,6,7,8,9,10,11}",7.156,13.222,26.556,0.319169
"{0,1,2,3,5,7,8,9,10}",7.157,12.444,25.444,0.343011
"{0,1,2,4,5,6,7,9,11}",7.160,12.333,25.333,0.345558
"{0,1,3,4,5,6,7,8,10}",7.162,12.667,26.000,0.335604
"{0,1,2,3,4,6,8,9,11}",7.166,12.444,25.778,0.335373
"{0,1,2,3,4,6,7,10,11}",7.166,12.667,25.889,0.334524
"{0,1,2,3,5,6,7,9,11}",7.166,12.778,27.111,0.330214
"{0,1,2,4,5,6,7,9,10}",7.168,12.556,25.778,0.336839
"{0,1,3,4,5,6,7,8,9}",7.173,12.889,26.111,0.320866
"{0,1,2,3,5,6,7,9,10}",7.175,12.444,25.667,0.341468
"{0,1,2,3,4,6,8,9,10}",7.175,12.778,27.111,0.330445
"{0,1,2,3,4,5,7,10,11}",7.177,12.778,26.111,0.329586
"{0,3,4,5,6,7,8,10,11}",7.183,12.889,26.111,0.329894
"{0,1,2,6,7,8,9,10,11}",7.185,13.222,26.556,0.324724
"{0,1,2,3,4,5,7,9,11}",7.188,12.556,25.889,0.332286
"{0,1,2,3,4,5,7,8,11}",7.194,12.667,25.889,0.328968
"{0,1,2,3,4,5,7,9,10}",7.196,12.556,25.889,0.336530
"{0,1,4,5,6,7,8,10,11}",7.202,13.111,27.556,0.335847
"{0,1,2,3,4,5,7,8,10}",7.203,12.556,25.889,0.332826
"{0,1,4,5,6,7,8,9,11}",7.212,12.889,26.111,0.333598
"{0,1,2,3,7,8,9,10,11}",7.213,13.222,26.556,0.326576
"{0,1,2,5,6,7,8,10,11}",7.221,13.111,27.556,0.332143
"{0,1,2,5,6,7,8,9,11}",7.231,13.111,27.556,0.334921
"{0,1,2,3,6,7,8,10,11}",7.238,12.778,26.000,0.336376
"{0,1,2,5,6,7,8,9,10}",7.240,13.000,26.222,0.332903
"{0,2,3,4,5,6,7,10,11}",7.242,12.778,26.000,0.333598
"{0,1,2,3,4,8,9,10,11}",7.242,13.111,26.444,0.326576
"{0,1,2,3,6,7,8,9,11}",7.248,13.111,27.556,0.332143
"{0,1,3,4,5,6,7,10,11}",7.248,13.111,27.556,0.335847
"{0,1,2,3,6,7,8,9,10}",7.257,13.222,27.667,0.335152
"{0,1,2,4,5,6,7,10,11}",7.260,13.111,27.556,0.334921
"{0,1,3,4,5,6,7,8,11}",7.265,12.778,26.000,0.329894
"{0,1,2,3,5,6,7,10,11}",7.267,12.889,26.111,0.334524
"{0,2,3,4,5,6,7,8,10}",7.267,12.889,26.222,0.318629
"{0,1,2,3,4,7,8,9,11}",7.269,12.667,25.889,0.339153
"{0,1,2,3,4,5,9,10,11}",7.271,13.111,26.444,0.324724
"{0,1,2,4,5,6,7,8,11}",7.277,13.111,27.556,0.333995
"{0,2,3,4,5,6,7,8,9}",7.277,13.111,26.444,0.318706
"{0,1,2,3,4,5,8,10,11}",7.278,12.889,26.222,0.326808
"{0,1,2,3,4,7,8,9,10}",7.278,13.111,27.556,0.335152
"{0,1,2,3,5,6,7,8,11}",7.284,13.111,27.556,0.326587
"{0,1,2,4,5,6,7,8,10}",7.286,13.000,27.333,0.324890
"{0,1,2,3,4,5,8,9,11}",7.288,12.778,26.000,0.329894
"{0,1,2,3,5,6,7,8,10}",7.292,12.556,25.556,0.337456
"{0,1,2,3,4,6,7,8,11}",7.294,12.778,26.000,0.333598
"{0,1,2,4,5,6,7,8,9}",7.296,12.889,26.111,0.330126
"{0,1,2,3,4,5,8,9,10}",7.297,12.778,26.000,0.332903
"{0,1,2,3,4,6,7,8,10}",7.303,12.889,27.222,0.329519
"{0,1,2,3,5,6,7,8,9}",7.303,13.222,27.667,0.327745
"{0,1,2,3,4,5,6,9,11}",7.306,12.889,26.222,0.323104
"{0,1,2,3,4,5,6,8,11}",7.313,12.889,26.222,0.319400
"{0,1,2,3,4,6,7,8,9}",7.313,13.111,27.556,0.327745
"{0,1,2,3,4,5,6,9,10}",7.315,12.889,26.111,0.326422
"{0,1,2,3,4,5,6,8,10}",7.322,12.778,26.111,0.322332
"{0,1,2,3,4,5,7,8,9}",7.324,12.889,26.111,0.330126
"{0,1,2,3,4,5,6,8,9}",7.332,12.889,26.111,0.320866
"{0,1,2,3,4,5,6,7,9}",7.342,13.000,26.333,0.318706
"{0,1,2,3,4,5,6,10,11}",7.407,13.222,26.556,0.319169
"{0,1,2,3,4,5,6,7,11}",7.434,13.222,26.556,0.316391
"{0,1,2,3,4,5,6,7,10}",7.443,13.111,26.444,0.320558
"{0,1,2,3,4,5,6,7,8}",7.460,13.333,26.667,0.309215
"{0,2,3,5,6,7,8,9,10,11}",6.999,13.100,27.100,0.329480
"{0,1,3,4,6,7,8,9,10,11}",7.014,13.000,27.000,0.334665
"{0,1,2,4,5,7,8,9,10,11}",7.035,13.000,27.000,0.337628
"{0,1,2,3,5,6,8,9,10,11}",7.048,13.000,27.000,0.331702
"{0,1,2,3,4,6,7,9,10,11}",7.067,12.900,26.900,0.337628
"{0,2,4,5,6,7,8,9,10,11}",7.093,13.200,27.200,0.329233
"{0,1,3,5,6,7,8,9,10,11}",7.105,13.200,27.200,0.328492
"{0,2,3,4,6,7,8,9,10,11}",7.108,13.000,26.900,0.334665
"{0,2,3,4,5,7,8,9,10,11}",7.118,13.100,27.100,0.336887
"{0,1,3,4,5,7,8,9,10,11}",7.124,13.000,26.900,0.336146
"{0,1,2,4,6,7,8,9,10,11}",7.125,13.100,27.100,0.335159
"{0,2,3,4,5,6,8,9,10,11}",7.125,13.300,28.300,0.329056
"{0,1,3,4,5,6,8,9,10,11}",7.131,13.100,27.100,0.334665
"{0,2,3,4,5,6,7,9,10,11}",7.134,13.000,27.000,0.339109
"{0,1,3,4,5,6,7,9,10,11}",7.140,13.300,28.300,0.332760
"{0,1,2,3,5,7,8,9,10,11}",7.141,13.100,27.100,0.332937
"{0,1,2,4,5,6,8,9,10,11}",7.142,13.000,26.900,0.335406
"{0,2,3,4,5,6,7,8,9,11}",7.150,13.100,27.100,0.330220
"{0,1,2,4,5,6,7,9,10,11}",7.151,13.000,27.000,0.339850
"{0,1,2,3,4,6,8,9,10,11}",7.157,13.000,27.000,0.332937
"{0,1,2,3,5,6,7,9,10,11}",7.157,13.000,26.900,0.335406
"{0,1,3,4,5,6,7,8,9,10}",7.163,13.200,27.200,0.330406
"{0,1,2,3,4,5,7,9,10,11}",7.176,13.000,27.000,0.335159
"{0,1,2,3,4,5,7,8,10,11}",7.182,13.000,27.000,0.334665
"{0,3,4,5,6,7,8,9,10,11}",7.182,13.400,27.400,0.324109
"{0,1,4,5,6,7,8,9,10,11}",7.199,13.400,27.400,0.328554
"{0,1,2,5,6,7,8,9,10,11}",7.216,13.400,27.400,0.329295
"{0,1,2,3,6,7,8,9,10,11}",7.231,13.400,27.400,0.330776
"{0,2,3,4,5,6,7,8,10,11}",7.240,13.100,27.000,0.327998
"{0,1,3,4,5,6,7,8,10,11}",7.246,13.100,27.100,0.337628
"{0,1,2,3,4,7,8,9,10,11}",7.250,13.300,27.300,0.334480
"{0,1,3,4,5,6,7,8,9,11}",7.255,13.100,27.000,0.327998
"{0,2,3,4,5,6,7,8,9,10}",7.257,13.300,27.300,0.324974
"{0,1,2,4,5,6,7,8,10,11}",7.257,13.400,28.400,0.332760
"{0,1,2,3,5,6,7,8,10,11}",7.263,13.100,27.100,0.334665
"{0,1,2,4,5,6,7,8,9,11}",7.267,13.100,27.100,0.339109
"{0,1,2,3,4,5,8,9,10,11}",7.267,13.300,27.300,0.330776
"{0,1,2,3,4,6,7,8,10,11}",7.272,13.000,26.900,0.336146
"{0,1,2,3,5,6,7,8,9,11}",7.272,13.400,28.400,0.329056
"{0,1,2,4,5,6,7,8,9,10}",7.274,13.200,27.100,0.329665
"{0,1,2,3,5,6,7,8,9,10}",7.280,13.200,27.200,0.335591
"{0,1,2,3,4,6,7,8,9,11}",7.282,13.000,27.000,0.336887
"{0,1,2,3,4,5,6,9,10,11}",7.284,13.300,27.300,0.329295
"{0,1,2,3,4,5,6,8,10,11}",7.289,13.100,27.100,0.328492
"{0,1,2,3,4,6,7,8,9,10}",7.289,13.400,28.400,0.331464
"{0,1,2,3,4,5,7,8,9,11}",7.292,13.000,26.900,0.334665
"{0,1,2,3,4,5,6,8,9,11}",7.299,13.100,27.100,0.329480
"{0,1,2,3,4,5,7,8,9,10}",7.299,13.100,27.100,0.335591
"{0,1,2,3,4,5,6,8,9,10}",7.306,13.100,27.000,0.329665
"{0,1,2,3,4,5,6,7,9,11}",7.308,13.100,27.100,0.329233
"{0,1,2,3,4,5,6,7,9,10}",7.316,13.200,27.200,0.330406
"{0,1,2,3,4,5,6,7,10,11}",7.399,13.400,27.400,0.328554
"{0,1,2,3,4,5,6,7,8,11}",7.414,13.400,27.400,0.324109
"{0,1,2,3,4,5,6,7,8,10}",7.422,13.300,27.300,0.324974
"{0,1,2,3,4,5,6,7,8,9}",7.431,13.500,27.500,0.321332
"{0,2,3,4,5,6,7,8,9,10,11}",7.234,13.545,28.091,0.329733
"{0,1,3,4,5,6,7,8,9,10,11}",7.239,13.545,28.091,0.330945
"{0,1,2,4,5,6,7,8,9,10,11}",7.249,13.545,28.091,0.333369
"{0,1,2,3,5,6,7,8,9,10,11}",7.255,13.545,28.091,0.331551
"{0,1,2,3,4,6,7,8,9,10,11}",7.263,13.455,28.000,0.334582
"{0,1,2,3,4,5,7,8,9,10,11}",7.272,13.455,28.000,0.334582
"{0,1,2,3,4,5,6,8,9,10,11}",7.279,13.455,28.000,0.331551
"{0,1,2,3,4,5,6,7,9,10,11}",7.287,13.455,28.000,0.333369
"{0,1,2,3,4,5,6,7,8,10,11}",7.383,13.545,28.091,0.330945
"{0,1,2,3,4,5,6,7,8,9,11}",7.392,13.545,28.091,0.329733
"{0,1,2,3,4,5,6,7,8,9,10}",7.399,13.636,28.182,0.328672
"{0,1,2,3,4,5,6,7,8,9,10,11}",7.366,13.833,28.833,0.331475